,ID,Employment_Status,Employment_Status_Aggregated,Work_as_Contractor_12m,Work_as_Perm,Residence_Country,Residence_District,Residence_District_Aggregated,Work_Company_Country,Work_Company_Continent,Work_Company_PT_International,Work_Company_PT_District,Work_Company_PT_District_Aggregated,Remote_Working_Current,Remote_Working_Current_Flexible_Office_Days,Remote_Working_due_to_Covid,Job_Remote_or_Office,Remote_Work_Opinion,Job_Role_Original,Job_Role_Other,Job_Role,Employer_Industry,Employer_Industry_Other,Employer_Org_Type,Employer_Org_Type_Other,Employer_Size,Language_JavaScript,Language_Bash/Shell/PowerShell,Language_SQL,Language_Java,Language_C#,Language_Python,Language_PHP,Language_C++,Language_C,Language_TypeScript,Language_Ruby,Language_Swift,Language_Objective-C,Language_VB.NET,Language_Assembly,Language_R,Language_Perl,Language_VBA,Language_Matlab,Language_Go,Language_Scala,Language_Groovy,Language_Coffee Script,Language_Visual Basic 6,Language_Lua,Language_Haskell,Language_HTML/CSS,Language_Kotlin,Language_Rust,Language_Elixir,Language_Clojure,Language_WebAssembly,Language_Dart,Language_Languages_N/A,Language_Languages_Other,Framework_jQuery,Framework_.NET,Framework_Angular/Angular.js,Framework_Ruby on Rails,Framework_React,Framework_Django,Framework_Laravel,Framework_Spring,Framework_Vue.js,Framework_Express,Framework_Meteor,Framework_Flask,Framework_Ember.js,Framework_Drupal,Framework_OutSystems,Framework_Framework_N/A,Framework_Framework_Other,Contractor_Avg_Project,Contractor_Avg_Project_Intervals,Contractor_Avg_Hour_Rate,Contractor_Avg_Annual_Salary,Perm_Current_Company_how_long,Perm_GAS,Perm_GAS_Avg,Perm_GAS_Low_Limit,Perm_GAS_High_Limit,Avg_Salary,Salary_Change,Salary_Fairness,Changing_Jobs_next_6_months,Job_Motivator_Work_life_balance,Job_Motivator_Compensation_and_benefits,Job_Motivator_Training/Development_programs_at_work,Job_Motivator_Career_growth_opportunities,Job_Motivator_Remote_working,Job_Motivator_Flexible_schedule,Job_Motivator_Company_culture,Job_Motivator_The_technologies_I'm_working_with,Job_Motivator_Versatility/Variety_of_projects,Job_Motivator_Freedom_to_choose_the_clients_and/or_projects,Job_Motivator_Being_autonomous_at_work,Job_Motivator_How_widely_used_or_impactful_the_product/service_I_work_on_is,Job_Motivator_Environmentally_friendly/responsible_work_practice,Job_Perk_Meals_allowance/Company_provided_meals_or_snacks,Job_Perk_Transportation_benefit,Job_Perk_Health_benefits,Job_Perk_Fitness_or_wellness_benefit_(ex._gym_membership),Job_Perk_Computer/_Office_equipment_allowance,Job_Perk_Professional_development_sponsorship,Job_Perk_Annual_bonus,Job_Perk_Long-term_leave,Job_Perk_Parental_leave,Job_Perk_Stock_options_or_shares,Job_Perk_Education_sponsorship,Job_Perk_Child_care,Citizenship,Birth_Year,Age,Gender,English_Level,Way_Into_Tech,Way_Into_Tech_Other,Education_Level,Working_Experience,Working_Experience_Aggregated
28,29,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Consulting Business,,20 - 99 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsystems,,,,,,,,,,,,,,,Outsystems,,Outsystems,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",5,4.0,4,4,4,4,7,5,4,6,5,6,6,5,4,3,1,6,6,5,7,7,4,7,4,4,4,Portuguese,1992.0,29.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
29,30,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"No, full office job",,,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Healthcare or social services,,Corporate,,500 - 999 employees,,,SQL,Java,C#,,,,,,,,,VB.NET,,,,,,,,,,,,,,,,,,,,,,,.NET,,,,,,,,,,,,,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",4,3.0,4,3,4,2,5,5,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,Portuguese,1987.0,34.0,Male,Limited working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
30,31,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Leiria,Centre,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,4.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Information technology,,Consulting Business,,20 - 99 employees,,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,"]5%,15%]",3,5.0,7,6,7,7,4,7,7,5,6,3,5,4,5,3,3,5,5,6,4,5,4,4,1,4,2,Portuguese,1994.0,27.0,Male,Limited working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
31,32,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,5.0,Back-End Developer,,Back-End Developer,Information technology,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,JavaScript,,,,C#,Python,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,More than 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"[-15%, -5%[",3,3.0,4,5,6,7,2,5,6,4,6,5,5,5,5,3,5,5,3,6,6,5,5,5,4,4,2,Portuguese,1995.0,26.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
32,33,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,2.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Full-Stack Developer,,Full-Stack Developer,Software as a service (saas) development,,Outsourcing,,More than 5.000 employees,,,,,,,,C++,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Increased more than 15%,5,1.0,7,6,7,7,5,4,6,5,6,5,6,5,7,7,5,7,7,7,7,7,4,6,3,6,5,Portuguese,1997.0,24.0,Female,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
33,34,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,Flexible between remote and office,3.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Project Manager,,Project Manager,Transportation,,Corporate,,20 - 99 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,4,3.0,6,4,3,3,3,4,4,5,5,5,6,6,3,5,5,5,3,5,3,5,5,5,6,5,5,Portuguese,1988.0,33.0,Male,Full professional proficiency,Self-taught,,Bachelor degree,Between 3 - 6 years,3 - 6 years
34,35,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Full-Stack Developer,,Full-Stack Developer,,Telecomunication,SME - Small or Medium Enterprise (personnel <250),,100 - 499 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,1,5.0,6,7,7,7,7,7,7,7,4,4,5,5,5,7,7,7,3,7,4,4,4,7,2,5,5,Portuguese,1994.0,27.0,Male,Full professional proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
35,36,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Business Applications (BI/CRM/ERP),,Business Applications (BI/CRM/ERP),Software development - other,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,,,SQL,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,< €15.000,12500.0,0.0,15000.0,12500,Decreased more than 15%,3,5.0,7,7,7,7,5,7,7,7,6,6,6,5,6,7,6,7,7,6,7,6,6,5,4,7,7,Portuguese,1970.0,51.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
36,37,Employed full-time,Permanent Employee,1.0,,Portugal,Viseu,Centre,Portugal,Europe,Portugal,Viseu,Centre,"No, full office job",,,Full Office Job,4.0,Computer & Network Security,,Computer & Network Security,Healthcare or social services,,Outsourcing,,100 - 499 employees,JavaScript,,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,"]0%, 5%]",2,4.0,5,5,5,5,4,5,6,6,6,5,6,6,6,5,5,5,4,5,5,5,5,5,5,5,5,Portuguese,1991.0,30.0,Male,Full professional proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
37,38,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Full-Stack Developer,,Full-Stack Developer,Information technology,,Corporate,,More than 5.000 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outsystems,jQuery,.NET,,,,,,,,,,,,,Outsystems,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Increased more than 15%,6,3.0,6,5,6,7,5,7,3,6,6,4,5,5,5,3,3,6,2,4,5,5,4,4,4,4,3,Portuguese,1991.0,30.0,Male,Professional working proficiency,University,,Bachelor degree,Less than 1 year,0 - 3 years
38,39,Employed full-time,Permanent Employee,0.0,,Portugal,Setúbal,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,3.0,Working remote because of Covid-19,Full Office Job,4.0,Back-End Developer,,Back-End Developer,Cloud-based solutions or services,,Corporate,,100 - 499 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kotlin,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€40.000 - €45.000,42500.0,40000.0,45000.0,42500,"]5%,15%]",6,3.0,7,6,6,6,4,7,7,6,6,5,5,6,7,6,6,7,4,5,6,6,7,6,4,5,6,Portuguese,1990.0,31.0,Male,Professional working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
39,40,Employed full-time,Permanent Employee,0.0,,Portugal,Guarda,Centre,Portugal,Europe,Portugal,Viseu,Centre,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Full-Stack Developer,,Full-Stack Developer,Software as a service (saas) development,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,JavaScript,Bash/Shell/PowerShell,,,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Increased more than 15%,5,1.0,5,5,5,4,6,5,4,5,5,3,5,4,5,3,4,4,4,7,4,5,4,4,4,5,4,Portuguese,1997.0,24.0,Male,Limited working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
40,41,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Front-End Developer,,Front-End Developer,Software development - other,,Corporate,,1000 - 4.999 employees,,,,,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",6,1.0,7,6,5,6,5,4,6,6,6,5,6,6,6,5,4,6,4,7,5,7,7,7,1,2,1,Portuguese,1997.0,24.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
41,42,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Project Manager,,Project Manager,Government or public administration,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,,,,,,,,C++,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,,Django,,,,,,,,Drupal,,,,,,,,More than 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,2,5.0,7,7,6,7,6,5,4,6,4,4,4,2,7,6,6,7,4,7,6,7,5,4,6,6,4,Portuguese,1989.0,32.0,I prefer not to say,Full professional proficiency,Self-taught,,Bachelor degree,Between 6 - 9 years,6+ years
42,43,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Viana do Castelo,North,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Technical Team Leader,,Technical Team Leader,Consulting,,Corporate,,500 - 999 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",2,3.0,7,5,3,5,7,7,3,6,4,4,7,5,6,4,5,7,6,5,4,4,5,6,3,4,5,Portuguese,1991.0,30.0,I prefer not to say,Professional working proficiency,University,,Bachelor degree,Between 6 - 9 years,6+ years
43,44,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Belgium,Europe,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Full-Stack Developer,,Full-Stack Developer,Healthcare or social services,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,JavaScript,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,jQuery,,,,,,,Spring,Vue.js,,,,,,,,,,,,,Less than one year,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,Hasn't changed,6,1.0,7,7,4,5,7,5,6,7,4,3,6,4,6,2,2,4,2,7,4,4,5,7,4,4,4,Portuguese,1992.0,29.0,Male,Full professional proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
44,45,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Braga,North,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Full-Stack Developer,,Full-Stack Developer,Cloud-based solutions or services,,Corporate,,100 - 499 employees,JavaScript,,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Increased more than 15%,4,3.0,4,7,4,4,7,6,4,4,4,5,4,4,4,4,7,7,1,7,1,4,4,4,7,4,1,Portuguese,1995.0,26.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
45,46,Employed full-time,Permanent Employee,1.0,,Portugal,Aveiro,Centre,Portugal,Europe,Portugal,Coimbra,Centre,Flexible between remote and office,1.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),6.0,Front-End Developer,,Front-End Developer,Telecommunications,,Consulting Business,,100 - 499 employees,JavaScript,,,,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,Angular/Angular.js,,React,,,,Vue.js,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,"]5%,15%]",4,4.0,6,5,5,6,6,6,6,6,4,6,5,6,5,6,5,6,4,6,5,4,5,5,4,4,4,Portuguese,1994.0,27.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
46,47,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,7.0,Quality Assurance/Testing,,Quality Assurance/Testing,Telecommunications,,Corporate,,More than 5.000 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,React,,,,,,,,,,,,,,,,,Less than one year,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,4,5.0,5,5,7,7,7,7,7,7,7,2,6,5,7,7,7,7,3,7,7,7,7,3,5,7,1,Portuguese,1997.0,24.0,Male,Full professional proficiency,Self-taught,,Bachelor degree,Between 1 - 3 years,0 - 3 years
47,48,Employed full-time,Permanent Employee,0.0,,Portugal,Castelo Branco,Centre,Portugal,Europe,Portugal,Castelo Branco,Centre,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Technical Team Leader,,Technical Team Leader,Software as a service (saas) development,,Corporate,,500 - 999 employees,JavaScript,,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",5,2.0,7,6,7,6,4,4,5,7,7,5,5,4,5,5,5,7,3,4,3,4,4,6,3,4,5,Portuguese,1985.0,36.0,Male,Professional working proficiency,University,,Bachelor degree,More than 9 years,6+ years
48,49,Employed full-time,Permanent Employee,0.0,,Portugal,Leiria,Centre,USA,North America,International,,,Flexible between remote and office,4.0,My job is remote (full or flexible) by definition,Remote Job (full or flexible),4.0,Mobile Apps Developer,,Mobile Apps Developer,Energy or utilities,,SME - Small or Medium Enterprise (personnel <250),,Less than 10 employees,,,,,,,,,,,,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€50.000 - €55.000,52500.0,50000.0,55000.0,52500,"]5%,15%]",7,1.0,7,7,5,6,4,6,6,7,5,4,6,5,6,5,5,6,4,7,5,5,5,6,4,4,5,Portuguese,1989.0,32.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
49,50,Employed full-time,Permanent Employee,1.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),7.0,Business Applications (BI/CRM/ERP),,Business Applications (BI/CRM/ERP),Energy or utilities,,Corporate,,More than 5.000 employees,,,,,,,,,,,,,,,,,,VBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 3 years,€35.000 - €40.000,37500.0,35000.0,40000.0,37500,"]0%, 5%]",2,4.0,7,7,4,4,7,7,7,7,7,5,5,5,2,4,4,4,4,4,4,7,4,4,4,4,4,Portuguese,1981.0,40.0,Male,Full professional proficiency,Self-taught,,Bachelor degree,More than 9 years,6+ years
50,51,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,No specific country,,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Technical Team Leader,,Technical Team Leader,Healthcare or social services,,Corporate,,More than 5.000 employees,JavaScript,,SQL,,C#,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,.NET,Angular/Angular.js,,,,,,,,,,,,,,,,,,,Between 1 - 3 years,< €15.000,12500.0,0.0,15000.0,12500,Hasn't changed,2,5.0,6,6,6,7,7,6,6,6,5,5,5,6,7,6,7,7,5,7,6,7,6,6,5,6,5,Portuguese,1996.0,25.0,Male,Limited working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
51,52,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,France,Europe,International,,,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Full-Stack Developer,,Full-Stack Developer,Consulting,,Outsourcing,,More than 5.000 employees,JavaScript,,SQL,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,,,,Spring,,,,,,,,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,2,3.0,6,4,6,6,4,2,4,6,4,4,4,2,5,2,2,4,2,7,4,4,2,2,1,3,2,Portuguese,1992.0,29.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
52,53,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,USA,North America,International,,,"Yes, fully remote",,My job is remote (full or flexible) by definition,Remote Job (full or flexible),5.0,Back-End Developer,,Back-End Developer,Financial and banking,,Startup (new business venture),,20 - 99 employees,JavaScript,Bash/Shell/PowerShell,SQL,Java,,Python,PHP,,,,,,,,,,,,,,,Groovy,,,,,,,,,,,,,,,,,,React,,Laravel,,,,,,,,,,,,,,,More than 3 years,€55.000 - €60.000,57500.0,55000.0,60000.0,57500,"]0%, 5%]",5,2.0,6,5,4,4,6,6,4,4,4,4,5,4,4,4,5,5,3,6,5,6,6,4,6,5,4,Brazilian,1983.0,38.0,Male,Full professional proficiency,University,,Bachelor degree,More than 9 years,6+ years
53,54,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Technical Team Leader,,Technical Team Leader,Software development - other,,SME - Small or Medium Enterprise (personnel <250),,20 - 99 employees,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring,,,,,,,,,,,,,,More than 3 years,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]0%, 5%]",3,5.0,7,7,7,7,6,7,7,6,3,4,7,6,7,5,2,7,5,7,6,6,3,6,3,6,5,Portuguese,1986.0,35.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
54,55,Employed full-time,Permanent Employee,0.0,,Portugal,Coimbra,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Front-End Developer,,Front-End Developer,Telecommunications,,Corporate,,100 - 499 employees,JavaScript,,SQL,Java,,,,,,TypeScript,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,Spring,,Express,,Flask,,,,,,,,,,Between 1 - 3 years,€30.000 - €35.000,32500.0,30000.0,35000.0,32500,"]5%,15%]",6,1.0,7,7,7,7,5,7,7,7,7,4,7,7,7,7,4,7,7,7,5,7,5,7,5,5,7,Portuguese,1994.0,27.0,Male,Professional working proficiency,University,,Bachelor degree,Between 1 - 3 years,0 - 3 years
55,56,Employed full-time,Permanent Employee,1.0,,Portugal,Leiria,Centre,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,6.0,Back-End Developer,,Back-End Developer,Software development - other,,Corporate,,1000 - 4.999 employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OutSystems,,,,,,,,,,,,,,,Outsystems,,,,,,,Between 1 - 3 years,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,Hasn't changed,4,2.0,7,5,5,6,6,6,6,6,6,5,6,5,5,3,3,4,4,4,4,5,5,5,4,4,4,Portuguese,1997.0,24.0,Male,Elementary,University,,Bachelor degree,Less than 1 year,0 - 3 years
56,57,Employed full-time,Permanent Employee,0.0,,Portugal,Braga,North,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,4.0,Front-End Developer,,Front-End Developer,Web development or design,,Startup (new business venture),,20 - 99 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,,,,,,,,React,,,,Vue.js,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Increased more than 15%,5,1.0,7,7,4,7,5,7,6,7,4,2,5,5,3,3,2,6,1,7,4,3,3,4,4,4,4,Portuguese,1996.0,25.0,Male,Professional working proficiency,University,,Bachelor degree,Between 3 - 6 years,3 - 6 years
57,58,Employed full-time,Permanent Employee,0.0,,Portugal,Lisboa,Lisbon Metropolitan Area,Portugal,Europe,Portugal,Lisboa,Lisbon Metropolitan Area,Flexible between remote and office,1.0,Working remote because of Covid-19,Full Office Job,5.0,Data Scientist/Data Engineer,,Data Scientist/Data Engineer,Transportation,,Corporate,,More than 5.000 employees,,,SQL,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than one year,€25.000 - €30.000,27500.0,25000.0,30000.0,27500,"]5%,15%]",7,4.0,6,6,4,7,5,5,5,5,5,6,6,7,5,4,5,6,6,6,5,6,5,1,4,5,5,Portuguese,1998.0,23.0,Male,Full professional proficiency,University,,Bachelor degree,Less than 1 year,0 - 3 years
58,59,Employed full-time,Permanent Employee,0.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"Yes, fully remote",,Working remote because of Covid-19,Full Office Job,5.0,Quality Assurance/Testing,,Quality Assurance/Testing,Retail or ecommerce,,Outsourcing,,1000 - 4.999 employees,JavaScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,React,,,,,,,,,,,,,,,,,Between 1 - 3 years,€20.000 - €25.000,22500.0,20000.0,25000.0,22500,Hasn't changed,1,5.0,7,7,5,7,6,7,5,6,5,6,6,4,6,6,5,6,4,7,6,7,6,6,5,6,6,Brazilian,1992.0,29.0,Male,Professional working proficiency,,Public initiative,Bachelor degree,More than 9 years,6+ years
59,60,Employed full-time,Permanent Employee,1.0,,Portugal,Porto,Porto Metropolitan Area,Portugal,Europe,Portugal,Porto,Porto Metropolitan Area,"No, full office job",,,Full Office Job,1.0,Full-Stack Developer,,Full-Stack Developer,Web development or design,,SME - Small or Medium Enterprise (personnel <250),,10 - 19 employees,JavaScript,,SQL,,,,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,,,,,,,,,,,,Less than one year,€15.000 - €20.000,17500.0,15000.0,20000.0,17500,"]0%, 5%]",3,2.0,7,6,6,7,1,5,6,7,7,7,7,7,7,5,4,7,4,6,6,7,5,5,1,5,5,Portuguese,1992.0,29.0,Male,Professional working proficiency,Self-taught,,Bachelor degree,Between 3 - 6 years,3 - 6 years
